chemblId,value,units
CHEMBL1346130,6.17,uM
CHEMBL3770652,10.0,uM
CHEMBL3770886,3.45,uM
CHEMBL3770971,4.63,uM
CHEMBL3771106,3.69,uM
CHEMBL3771151,10.0,uM
CHEMBL3771239,10.0,uM
CHEMBL3770004,1.56,uM
CHEMBL3769887,0.48,uM
CHEMBL3770810,4.77,uM
CHEMBL3771002,0.74,uM
CHEMBL3771154,2.45,uM
CHEMBL3770861,2.7,uM
CHEMBL3770048,3.42,uM
CHEMBL3771226,1.27,uM
CHEMBL3770465,2.62,uM
CHEMBL3770391,2.38,uM
CHEMBL3771230,10.0,uM
CHEMBL3769965,0.43,uM
CHEMBL3770259,0.73,uM
CHEMBL3770456,0.77,uM
CHEMBL3771005,1.47,uM
CHEMBL3769732,8.4,uM
CHEMBL3770384,2.7,uM
CHEMBL3774575,0.0076,uM
CHEMBL3774542,0.013,uM
CHEMBL3774933,0.0083,uM
CHEMBL3775251,0.0079,uM
CHEMBL3775348,0.011,uM
CHEMBL3774766,0.013,uM
CHEMBL3774770,0.06,uM
CHEMBL3775901,0.01,uM
CHEMBL3774638,0.16,uM
CHEMBL3774883,0.27,uM
CHEMBL3775689,0.1,uM
CHEMBL3774529,0.13,uM
CHEMBL3775687,2.4,uM
CHEMBL3775132,0.11,uM
CHEMBL3774452,0.16,uM
CHEMBL3774507,0.057,uM
CHEMBL3775073,0.053,uM
CHEMBL3775853,0.043,uM
CHEMBL3774653,0.18,uM
CHEMBL3775640,0.27,uM
CHEMBL3775263,0.14,uM
CHEMBL3775286,0.22,uM
CHEMBL3774616,2.0,uM
CHEMBL3770259,1.5,uM
CHEMBL1365878,10.0,uM
CHEMBL3775297,1.7,uM
CHEMBL3774804,4.0,uM
CHEMBL1734009,23.0,uM
CHEMBL1557110,9.3,uM
CHEMBL3774650,4.9,uM
CHEMBL3775315,36.0,uM
CHEMBL3774404,2.8,uM
CHEMBL3774673,3.7,uM
CHEMBL3775559,2.5,uM
CHEMBL3775715,4.8,uM
CHEMBL3775616,14.0,uM
CHEMBL3774967,17.0,uM
CHEMBL3775440,8.5,uM
CHEMBL3752151,10000.0,nM
CHEMBL3752151,1600.0,nM
CHEMBL4063051,10.0,uM
CHEMBL3786012,10.0,uM
CHEMBL4088466,10.0,uM
CHEMBL3622373,20.0,uM
CHEMBL4173315,20.0,uM
CHEMBL4172241,20.0,uM
CHEMBL4169942,20.0,uM
CHEMBL4159164,10.44,uM
CHEMBL4173925,20.0,uM
CHEMBL4163872,20.0,uM
CHEMBL4171749,20.0,uM
CHEMBL4465785,96.51,uM
CHEMBL4457083,44.44,uM
CHEMBL4464732,140.6,uM
CHEMBL4455515,242.4,uM
CHEMBL4572025,266.9,uM
CHEMBL4440737,1.714,uM
CHEMBL4459480,186.4,uM
CHEMBL4452749,91830.0,uM
CHEMBL4440263,1893.0,uM
CHEMBL4558949,54.84,uM
CHEMBL4591777,384.9,uM
CHEMBL4449227,9.028,uM
CHEMBL4438332,31.66,uM
CHEMBL4436140,35.4,uM
CHEMBL4461534,47.71,uM
CHEMBL4585884,42.78,uM
CHEMBL4446283,6.23,uM
CHEMBL4440836,90.13,uM
CHEMBL4533991,56430.0,uM
CHEMBL4466239,23460.0,uM
CHEMBL4457503,118.7,uM
CHEMBL4577114,98.42,uM
CHEMBL4518950,7.322,uM
CHEMBL4435693,249.0,uM
CHEMBL4455919,1515.0,uM
