chemblId,value,units
CHEMBL86892,50.0,uM
CHEMBL316041,65.0,uM
CHEMBL85702,25.0,uM
CHEMBL84852,75.0,uM
CHEMBL87240,35.0,uM
CHEMBL87938,20.0,uM
CHEMBL87769,35.0,uM
CHEMBL53463,0.215795,uM
CHEMBL44657,2.16359,uM
CHEMBL888,0.0341678,uM
CHEMBL105,0.789595,uM
CHEMBL553025,0.00726826,uM
CHEMBL512504,96.6592,uM
CHEMBL472004,125.967,uM
CHEMBL409,84.5323,uM
CHEMBL259181,42.6719,uM
CHEMBL608533,1.17069,uM
CHEMBL412142,267.025,uM
CHEMBL1171837,1.97516,uM
CHEMBL2165191,19.3386,uM
CHEMBL585951,1.11657,uM
CHEMBL1084546,29.732,uM
CHEMBL92309,526.373,uM
CHEMBL135561,153.988,uM
CHEMBL9470,1.22048,uM
CHEMBL258844,44.8664,uM
CHEMBL221137,12.6332,uM
CHEMBL2363137,2.99776,uM
CHEMBL591429,248.102,uM
CHEMBL472940,4751.44,uM
CHEMBL558642,17.5131,uM
CHEMBL1190711,12.2268,uM
CHEMBL96926,0.00723656,uM
CHEMBL2107358,0.751768,uM
CHEMBL575448,0.604861,uM
CHEMBL1091644,10.3704,uM
CHEMBL1023,19.6011,uM
CHEMBL6067492,10.4566,uM
CHEMBL228043,252.179,uM
CHEMBL252164,0.104313,uM
CHEMBL449158,0.9896,uM
CHEMBL477772,799.905,uM
CHEMBL94657,0.00248007,uM
CHEMBL289228,15.3467,uM
CHEMBL191384,40.7285,uM
CHEMBL1431,19160.9,uM
CHEMBL483849,2592.59,uM
CHEMBL65,0.000814907,uM
CHEMBL159,0.00687529,uM
CHEMBL11359,2.17181,uM
CHEMBL803,0.223823,uM
CHEMBL3545252,0.00234816,uM
CHEMBL34259,1.6053,uM
CHEMBL38,28.2446,uM
CHEMBL939,8.67611,uM
CHEMBL443684,84.4087,uM
CHEMBL98,2.25862,uM
CHEMBL255863,101.572,uM
CHEMBL3349342,22.411,uM
CHEMBL105442,8.63202,uM
CHEMBL1201182,0.16072,uM
CHEMBL521686,41.0343,uM
CHEMBL506871,341.148,uM
CHEMBL288441,15.9636,uM
CHEMBL848,143.705,uM
CHEMBL1289926,27.2102,uM
CHEMBL2041933,0.865361,uM
CHEMBL176544,87.5048,uM
CHEMBL603469,0.717505,uM
CHEMBL102714,824.732,uM
CHEMBL109480,55.5608,uM
CHEMBL1090090,203.315,uM
CHEMBL572881,19.1872,uM
CHEMBL222102,190.622,uM
CHEMBL1972860,0.0116045,uM
CHEMBL1173655,41.5157,uM
CHEMBL473417,277.308,uM
CHEMBL1230020,53.3826,uM
CHEMBL577784,226.875,uM
CHEMBL188678,68.6204,uM
CHEMBL240954,300.45,uM
CHEMBL573107,140.714,uM
CHEMBL103667,566.801,uM
CHEMBL210618,536.784,uM
CHEMBL379975,83.1883,uM
CHEMBL191334,364.318,uM
CHEMBL189584,218.083,uM
CHEMBL202721,218.059,uM
CHEMBL393929,264.585,uM
CHEMBL1079175,161.705,uM
CHEMBL189963,5.91932,uM
CHEMBL1879463,20.5507,uM
CHEMBL521851,317.772,uM
CHEMBL1801204,72.3437,uM
CHEMBL507361,4.93448,uM
CHEMBL477989,209.899,uM
CHEMBL1614701,174.029,uM
CHEMBL2165191,15.1179,uM
CHEMBL255342,183.146,uM
CHEMBL1186585,69.2332,uM
