chemblId,value,units
CHEMBL53463,0.0379002,uM
CHEMBL44657,5.39424,uM
CHEMBL888,9.45539e-05,uM
CHEMBL105,0.0139604,uM
CHEMBL553025,0.00258754,uM
CHEMBL512504,108.117,uM
CHEMBL472004,1491.53,uM
CHEMBL409,50.0864,uM
CHEMBL259181,2.71772,uM
CHEMBL608533,0.322851,uM
CHEMBL412142,2.27684,uM
CHEMBL1171837,35.5598,uM
CHEMBL2165191,119.56,uM
CHEMBL585951,0.237599,uM
CHEMBL1084546,22.1677,uM
CHEMBL92309,74.4466,uM
CHEMBL135561,5.47142,uM
CHEMBL9470,27.5539,uM
CHEMBL258844,10.1385,uM
CHEMBL221137,2.81007,uM
CHEMBL2363137,1.16789,uM
CHEMBL591429,17.9023,uM
CHEMBL472940,36.2166,uM
CHEMBL558642,3.333,uM
CHEMBL1190711,1.2826,uM
CHEMBL96926,0.00449369,uM
CHEMBL2107358,0.093782,uM
CHEMBL575448,0.0145757,uM
CHEMBL1091644,0.232989,uM
CHEMBL1023,4.9411,uM
CHEMBL6067492,0.509533,uM
CHEMBL228043,340.241,uM
CHEMBL252164,0.0138379,uM
CHEMBL449158,0.0349831,uM
CHEMBL477772,41.97,uM
CHEMBL94657,0.000410107,uM
CHEMBL289228,0.191449,uM
CHEMBL191384,0.67176,uM
CHEMBL1431,31356.3,uM
CHEMBL483849,506.774,uM
CHEMBL65,0.0129838,uM
CHEMBL159,0.00343579,uM
CHEMBL11359,15.2553,uM
CHEMBL803,0.429618,uM
CHEMBL3545252,0.00184013,uM
CHEMBL34259,0.151433,uM
CHEMBL38,335.481,uM
CHEMBL939,33.5575,uM
CHEMBL443684,26.9998,uM
CHEMBL98,3.41312,uM
CHEMBL255863,77.8739,uM
CHEMBL3349342,2.17442,uM
CHEMBL105442,6.61528,uM
CHEMBL1201182,3.98583,uM
CHEMBL521686,282.907,uM
CHEMBL506871,298.214,uM
CHEMBL288441,191.931,uM
CHEMBL848,177.823,uM
CHEMBL1289926,33.9965,uM
CHEMBL2041933,0.122503,uM
CHEMBL176544,3.38509,uM
CHEMBL603469,1.91621,uM
CHEMBL102714,345.913,uM
CHEMBL109480,0.0974469,uM
CHEMBL1090090,180.443,uM
CHEMBL572881,4.90932,uM
CHEMBL222102,635.885,uM
CHEMBL1972860,0.13028,uM
CHEMBL1173655,34.3471,uM
CHEMBL473417,649.635,uM
CHEMBL1230020,122.158,uM
CHEMBL577784,35.5766,uM
CHEMBL188678,137.269,uM
CHEMBL240954,258.359,uM
CHEMBL573107,8.40479,uM
CHEMBL103667,478.334,uM
CHEMBL210618,535.806,uM
CHEMBL379975,21.1587,uM
CHEMBL191334,6.58793,uM
CHEMBL189584,93.8914,uM
CHEMBL202721,22.9018,uM
CHEMBL393929,383.01,uM
CHEMBL1079175,22.2432,uM
CHEMBL189963,5.49397,uM
CHEMBL1879463,0.20059,uM
CHEMBL521851,111.443,uM
CHEMBL1801204,4.30931,uM
CHEMBL507361,0.606413,uM
CHEMBL477989,431.951,uM
CHEMBL1614701,39.3363,uM
CHEMBL2165191,629.967,uM
CHEMBL255342,751.839,uM
CHEMBL1186585,592.222,uM
CHEMBL1090771,59.2363,uM
CHEMBL2134202,1270.77,uM
CHEMBL2137530,13.0072,uM
CHEMBL217354,0.537563,uM
CHEMBL399530,520.528,uM
CHEMBL1173055,662.412,uM
CHEMBL1775048,3.0,uM
