chemblId,value,units
CHEMBL537087,0.907812,uM
CHEMBL601041,3.44573,uM
CHEMBL589723,4.11721,uM
CHEMBL592044,32.0,uM
CHEMBL591395,32.0,uM
CHEMBL592550,10.0794,uM
CHEMBL592332,7.00164,uM
CHEMBL602234,0.922564,uM
CHEMBL590933,1.01425,uM
CHEMBL124006,0.125,uM
CHEMBL584240,2.99928,uM
CHEMBL590201,11.0161,uM
CHEMBL589205,12.9361,uM
CHEMBL590686,14.2544,uM
CHEMBL602127,32.0,uM
CHEMBL601580,4.0,uM
CHEMBL590674,12.2195,uM
CHEMBL591623,15.7554,uM
CHEMBL590914,3.85052,uM
CHEMBL592808,3.90763,uM
CHEMBL591641,16.1124,uM
CHEMBL601743,16.2279,uM
CHEMBL602946,3.79231,uM
CHEMBL578952,32.0,uM
CHEMBL590182,32.0,uM
CHEMBL592344,16.1124,uM
CHEMBL605281,16.1124,uM
CHEMBL589422,16.4688,uM
CHEMBL582478,32.0,uM
CHEMBL547266,1.20232,uM
CHEMBL532141,3.37938,uM
CHEMBL600235,1.15254,uM
CHEMBL592123,1.02167,uM
CHEMBL591183,1.0,uM
CHEMBL600374,0.850936,uM
CHEMBL590212,1.02167,uM
CHEMBL590944,5.80969,uM
CHEMBL600174,4.28383,uM
CHEMBL598279,3.83642,uM
CHEMBL589224,32.0,uM
CHEMBL609036,4.69384,uM
CHEMBL602413,8.22044,uM
CHEMBL581860,3.32947,uM
CHEMBL589946,1.0,uM
CHEMBL589920,26.9906,uM
CHEMBL602552,32.0,uM
CHEMBL601492,14.557,uM
CHEMBL591637,0.930806,uM
CHEMBL591890,32.0,uM
CHEMBL459199,4.0,uM
CHEMBL590159,32.0,uM
CHEMBL317364,10.2471,uM
CHEMBL597248,3.36359,uM
CHEMBL106525,1.0293,uM
CHEMBL527131,32.0,uM
CHEMBL494669,0.969663,uM
CHEMBL586178,32.0,uM
CHEMBL529773,32.0,uM
CHEMBL577874,4.05699,uM
CHEMBL534190,32.0,uM
CHEMBL579105,7.58462,uM
CHEMBL586000,32.0,uM
CHEMBL585264,16.2279,uM
CHEMBL586704,32.0,uM
CHEMBL547476,32.0,uM
CHEMBL597855,32.0,uM
CHEMBL585622,1.03716,uM
CHEMBL601122,3.59766,uM
CHEMBL585243,16.5945,uM
CHEMBL597857,32.0,uM
CHEMBL606159,15.6536,uM
CHEMBL49055,3.90553,uM
CHEMBL602211,32.0,uM
CHEMBL599886,32.0,uM
CHEMBL601814,32.0,uM
CHEMBL530149,32.0,uM
CHEMBL584235,0.930806,uM
CHEMBL601158,32.0,uM
CHEMBL578294,2.94614,uM
CHEMBL582666,0.331815,uM
CHEMBL584829,7.39624,uM
CHEMBL607975,32.0,uM
CHEMBL580381,15.525,uM
CHEMBL581475,32.0,uM
CHEMBL578030,3.73498,uM
CHEMBL596856,32.0,uM
CHEMBL533855,3.51814,uM
CHEMBL2021322,16.4688,uM
CHEMBL206540,32.0,uM
CHEMBL601378,4.08668,uM
CHEMBL601771,32.0,uM
CHEMBL577014,11.888,uM
CHEMBL603686,10.0371,uM
CHEMBL598881,16.5945,uM
CHEMBL537778,4.08668,uM
CHEMBL599885,32.0,uM
CHEMBL578933,3.37204,uM
CHEMBL600706,32.0,uM
CHEMBL597444,32.0,uM
CHEMBL601528,16.0,uM
