chemblId,value,units
CHEMBL53463,0.0828083,uM
CHEMBL44657,2.25339,uM
CHEMBL888,0.457327,uM
CHEMBL105,0.144676,uM
CHEMBL553025,0.0339964,uM
CHEMBL512504,60.9775,uM
CHEMBL472004,618.23,uM
CHEMBL409,81.4523,uM
CHEMBL259181,405.433,uM
CHEMBL608533,2.28472,uM
CHEMBL412142,82.5893,uM
CHEMBL1171837,5.63534,uM
CHEMBL2165191,31.4862,uM
CHEMBL585951,0.881313,uM
CHEMBL1084546,23.0646,uM
CHEMBL92309,2518.98,uM
CHEMBL135561,43.5501,uM
CHEMBL9470,0.371805,uM
CHEMBL258844,97.4844,uM
CHEMBL221137,67.3545,uM
CHEMBL2363137,9.53718,uM
CHEMBL591429,211.124,uM
CHEMBL472940,2637.89,uM
CHEMBL558642,792.791,uM
CHEMBL1190711,41.2682,uM
CHEMBL96926,0.0310529,uM
CHEMBL2107358,2.022,uM
CHEMBL575448,1.64332,uM
CHEMBL1091644,23.7415,uM
CHEMBL1023,256.403,uM
CHEMBL6067492,0.137149,uM
CHEMBL228043,474.099,uM
CHEMBL252164,0.0580223,uM
CHEMBL449158,0.0899301,uM
CHEMBL477772,443.977,uM
CHEMBL94657,0.0146123,uM
CHEMBL289228,52.3082,uM
CHEMBL191384,108.534,uM
CHEMBL1431,50285.1,uM
CHEMBL483849,28196.9,uM
CHEMBL65,0.00234771,uM
CHEMBL159,0.0332458,uM
CHEMBL11359,43.3282,uM
CHEMBL803,2.67671,uM
CHEMBL3545252,0.00554441,uM
CHEMBL34259,11.5198,uM
CHEMBL38,206.454,uM
CHEMBL939,29.3509,uM
CHEMBL443684,52.6316,uM
CHEMBL98,2.96082,uM
CHEMBL255863,25.7785,uM
CHEMBL3349342,48.8703,uM
CHEMBL105442,19.1969,uM
CHEMBL1201182,3.39065,uM
CHEMBL521686,38.7216,uM
CHEMBL506871,261.539,uM
CHEMBL288441,8.44465,uM
CHEMBL848,395.132,uM
CHEMBL1289926,4.55163,uM
CHEMBL2041933,0.942274,uM
CHEMBL176544,71.6175,uM
CHEMBL603469,1.06784,uM
CHEMBL102714,152.908,uM
CHEMBL109480,0.147578,uM
CHEMBL1090090,23.1857,uM
CHEMBL572881,244.19,uM
CHEMBL222102,137.541,uM
CHEMBL1972860,0.0106831,uM
CHEMBL1173655,11.7295,uM
CHEMBL473417,100.426,uM
CHEMBL1230020,233.266,uM
CHEMBL577784,6.90491,uM
CHEMBL188678,27.11,uM
CHEMBL240954,1040.59,uM
CHEMBL573107,6.78319,uM
CHEMBL103667,172.554,uM
CHEMBL210618,231.439,uM
CHEMBL379975,4.52659,uM
CHEMBL191334,12.3086,uM
CHEMBL189584,52.0287,uM
CHEMBL202721,9.24193,uM
CHEMBL393929,22.7934,uM
CHEMBL1079175,47.3736,uM
CHEMBL189963,14.4435,uM
CHEMBL1879463,0.10931,uM
CHEMBL521851,3.75348,uM
CHEMBL1801204,1.60158,uM
CHEMBL507361,12.9986,uM
CHEMBL477989,29.805,uM
CHEMBL1614701,21.8345,uM
CHEMBL2165191,8.40005,uM
CHEMBL255342,396.35,uM
CHEMBL1186585,26.2242,uM
CHEMBL1090771,209.443,uM
CHEMBL2134202,50.2435,uM
CHEMBL2137530,13.3987,uM
CHEMBL217354,0.240164,uM
CHEMBL399530,28.8738,uM
CHEMBL1173055,9.12775,uM
CHEMBL4171390,45.0,uM
